name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,stars
Lasai,2019,-22.95401,-43.19557,Rio de Janeiro - 22271,Rio de Janeiro,20,modern,Max,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/lasai,one
Oteque,2019,-22.95747,-43.194424,Rio de Janeiro - 22271,Rio de Janeiro,20,modern,Max,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/oteque,one
Mee,2019,-22.96764,-43.17925,Rio de Janeiro - 22021,Rio de Janeiro,1,Asian influences,Max,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/mee,one
Cipriani,2019,-22.96755,-43.17901,Rio de Janeiro - 22021,Rio de Janeiro,1,Italian,Max,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/cipriani,one
Jun Sakamoto,2019,-23.56318,-46.67737,São Paulo - 05413,Sao Paulo,0,Japanese,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/jun-sakamoto,one
Maní,2019,-23.56621,-46.67974,São Paulo - 05415,Sao Paulo,0,creative,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/mani,one
Evvai,2019,-23.567078,-46.679146,São Paulo - 05415,Sao Paulo,0,modern,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/evvai,one
Picchi,2019,-23.565063,-46.666767,São Paulo - 01426,Sao Paulo,1,Italian,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/picchi,one
Kosushi,2019,-23.58522,-46.6809,São Paulo - 04538,Sao Paulo,110,Japanese,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kosushi,one
Ryo Gastronomia,2019,-23.58132,-46.6767,São Paulo - 04531,Sao Paulo,1,Japanese,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/ryo-gastronomia,one
Tangará Jean-Georges,2019,-23.634005,-46.72428,São Paulo - 05706,Sao Paulo,290,modern,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/tangara-jean-georges,one
Kinoshita,2019,-23.59159,-46.67146,São Paulo - 04509,Sao Paulo,1,Japanese,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kinoshita,one
Kan Suke,2019,-23.5684,-46.64936,São Paulo - 01401,Sao Paulo,0,Japanese,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/kan-suke,one
Huto,2019,-23.60882,-46.6598,São Paulo - 04080,Sao Paulo,4,Japanese,Max,https://guide.michelin.com/br/en/sao-paulo-region/sao-paulo/restaurant/huto,one
Stay,2019,37.513004,127.10257,Seoul,South Korea,N/A,French contemporary,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/stay,one
Lee Jong Kuk 104,2019,37.592903,126.997284,Seoul,South Korea,N/A,Korean,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/lee-jong-kuk-104,one
Hansikgonggan,2019,37.577705,126.98852,Seoul,South Korea,N/A,Korean,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/hansikgonggan,one
Dining in Space,2019,37.57761,126.98845,Seoul,South Korea,N/A,French contemporary,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dining-in-space,one
Exquisine,2019,37.521046,127.049736,Seoul,South Korea,N/A,Innovative,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/exquisine,one
Dosa,2019,37.52445,127.04441,Seoul,South Korea,N/A,Innovative,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/dosa511871,one
Joo Ok,2019,37.52252,127.04396,Seoul,South Korea,N/A,Korean contemporary,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/joo-ok,one
Balwoo Gongyang,2019,37.57389,126.98318,Seoul,South Korea,N/A,Temple cuisine,Min,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/balwoo-gongyang,one
Muoki,2019,37.518963,127.04217,Seoul,South Korea,N/A,Innovative,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/muoki,one
L'Amitié,2019,37.522675,127.032646,Seoul,South Korea,N/A,French,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/l-amitie,one
Yu Yuan,2019,37.57045,126.97534,Seoul,South Korea,N/A,Chinese,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/yu-yuan,one
Bicena,2019,37.5384,127.00135,Seoul,South Korea,N/A,Korean,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/bicena,one
Mosu,2019,37.536415,126.99934,Seoul,South Korea,N/A,Innovative,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/mosu,one
Poom,2019,37.54903,126.98341,Seoul,South Korea,N/A,Korean,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/poom,one
Soigné,2019,37.49816,127.002,Seoul,South Korea,N/A,Innovative,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/soigne,one
Table for Four,2019,37.49769,126.99442,Seoul,South Korea,N/A,European contemporary,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/table-for-four,one
Zero Complex,2019,37.49417,126.9948,Seoul,South Korea,N/A,Innovative,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/zero-complex,one
Jin Jin,2019,37.55777,126.91324,Seoul,South Korea,N/A,Chinese,Min,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/jin-jin,one
Gotgan,2019,37.52212,126.92022,Seoul,South Korea,N/A,Korean,Max,https://guide.michelin.com/kr/en/seoul-capital-area/kr-seoul/restaurant/gotgan,one
Hill Street Tai Hwa Pork Noodle,2018,1.3052,103.8624,Singapore,Singapore,N/A,Street Food,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/hill-street-tai-hwa-pork-noodle,one
Putien (Kitchener Road),2018,1.30969,103.8573,Singapore,Singapore,N/A,Fujian,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/putien-kitchener-road,one
Chef Kang's,2018,1.304735,103.84955,Singapore,Singapore,N/A,Cantonese,Max,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/chef-kang-s,one
Garibaldi,2018,1.296564,103.855,Singapore,Singapore,N/A,Italian,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/garibaldi,one
Summer Pavilion,2018,1.291284,103.8603,Singapore,Singapore,N/A,Cantonese,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-pavilion,one
Shinji (Bras Basah Road),2018,1.2959028,103.8539,Singapore,Singapore,N/A,Sushi,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-bras-basah-road,one
The Song of India,2018,1.310767,103.8353,Singapore,Singapore,N/A,Indian,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/the-song-of-india,one
Lei Garden,2018,1.295228,103.8521,Singapore,Singapore,N/A,Cantonese,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/lei-garden501509,one
Whitegrass,2018,1.295452,103.8516,Singapore,Singapore,N/A,Australian,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/whitegrass,one
Jaan,2018,1.293184,103.8529,Singapore,Singapore,N/A,French contemporary,Max,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jaan,one
Labyrinth,2018,1.2899688,103.8562,Singapore,Singapore,N/A,Innovative,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/labyrinth,one
Cut,2018,1.2853268,103.8607,Singapore,Singapore,N/A,Steakhouse,Max,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cut,one
Alma,2018,1.309123,103.834,Singapore,Singapore,N/A,European contemporary,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/alma,one
Béni,2018,1.302379,103.8366,Singapore,Singapore,N/A,French contemporary,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/beni,one
Crystal Jade Golden Palace,2018,1.303244,103.8353,Singapore,Singapore,N/A,Chinese,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/crystal-jade-golden-palace,one
Imperial Treasure Fine Teochew Cuisine (Orchard),2018,1.3032448,103.8349,Singapore,Singapore,N/A,Chinese,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/imperial-treasure-fine-teochew-cuisine-orchard,one
Saint Pierre,2018,1.285781,103.8538,Singapore,Singapore,N/A,French contemporary,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/saint-pierre,one
Sushi Ichi,2018,1.305105,103.8324,Singapore,Singapore,N/A,Sushi,Max,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-ichi,one
Sushi Kimura,2018,1.3063719,103.829475,Singapore,Singapore,N/A,Sushi,Max,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/sushi-kimura,one
Iggy's,2018,1.305986,103.8294,Singapore,Singapore,N/A,European contemporary,Max,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/iggy-s,one
Braci,2018,1.287212,103.84949,Singapore,Singapore,N/A,Italian contemporary,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/braci,one
Jiang-Nan Chun,2018,1.304937,103.8288,Singapore,Singapore,N/A,Cantonese,Max,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/jiang-nan-chun,one
Bacchanalia,2018,1.2874758,103.8474,Singapore,Singapore,N/A,Innovative,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/bacchanalia,one
Shinji (Tanglin Road),2018,1.305821,103.8257,Singapore,Singapore,N/A,Sushi,Max,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/shinji-tanglin-road,one
Corner House,2018,1.315121,103.8154,Singapore,Singapore,N/A,Innovative,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/corner-house,one
Summer Palace,2018,1.3043848,103.825,Singapore,Singapore,N/A,Cantonese,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/summer-palace501658,one
Cheek by Jowl,2018,1.281301,103.84849,Singapore,Singapore,N/A,Australian,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/cheek-by-jowl,one
Nouri,2018,1.28086,103.84713,Singapore,Singapore,N/A,Innovative,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/nouri,one
Liao Fan Hong Kong Soya Sauce Chicken Rice & Noodle,2018,1.28248,103.8439,Singapore,Singapore,N/A,Street Food,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/liao-fan-hong-kong-soya-sauce-chicken-rice-noodle,one
Burnt Ends,2018,1.280501,103.8418,Singapore,Singapore,N/A,Barbecue,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/burnt-ends,one
Rhubarb,2018,1.279368,103.843,Singapore,Singapore,N/A,French contemporary,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/rhubarb,one
Meta,2018,1.279372,103.8415,Singapore,Singapore,N/A,Innovative,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/meta,one
Ma Cuisine,2018,1.27826,103.842,Singapore,Singapore,N/A,French,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/ma-cuisine,one
Candlenut,2018,1.2797709,103.8402,Singapore,Singapore,N/A,Peranakan,Min,https://guide.michelin.com/sg/en/singapore-region/singapore/restaurant/candlenut,one
Bhoga,2019,57.70618,11.9624,Göteborg,Sweden,411 14,Creative,Max,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/bhoga,one
Koka,2019,57.698406,11.965365,Göteborg,Sweden,411 25,Modern cuisine,Max,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/koka,one
28+,2019,57.69809,11.97377,Göteborg,Sweden,411 34,Modern cuisine,Max,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/28,one
SK Mat & Människor,2019,57.69688,11.98338,Göteborg,Sweden,412 55,Modern cuisine,Max,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/sk-mat-manniskor,one
Thörnströms Kök,2019,57.69437,11.977609,Göteborg,Sweden,411 32,Classic cuisine,Max,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/thornstroms-kok,one
Upper House,2019,57.69745,11.99021,Göteborg,Sweden,402 26,Creative,Max,https://guide.michelin.com/se/en/vastra-gotaland/goteborg/restaurant/upper-house,one
Agrikultur,2019,59.34777,18.05863,Stockholm,Sweden,113 54,Modern cuisine,Max,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/agrikultur,one
Sushi Sho,2019,59.341286,18.049892,Stockholm,Sweden,113 28,Japanese,Max,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/sushi-sho,one
Volt,2019,59.33867,18.079683,Stockholm,Sweden,114 48,Creative,Max,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/volt,one
Ekstedt,2019,59.33674,18.07521,Stockholm,Sweden,11446,Meats and grills,Max,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/ekstedt,one
Operakällaren,2019,59.329876,18.071363,Stockholm,Sweden,111 86,Classic cuisine,Max,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/operakallaren,one
Mathias Dahlgren-Matbaren,2019,59.32935,18.07543,Stockholm,Sweden,103 27,Modern cuisine,Min,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/mathias-dahlgren-matbaren,one
Aloë,2019,59.2842,17.985748,Stockholm,Sweden,125 33,Creative,Max,https://guide.michelin.com/se/en/stockholm-region/stockholm/restaurant/aloe,one
PM & Vänner,2019,56.87892,14.80387,Växjö,Sweden,352 31,Creative,Max,https://guide.michelin.com/se/en/kronoberg/vaxjo/restaurant/pm-vanner,one
Bloom in the Park,2019,55.59064,12.99794,Malmö,Sweden,214 66,Creative,Min,https://guide.michelin.com/se/en/skane/malmo/restaurant/bloom-in-the-park,one
SAV,2019,55.53376,13.00537,Malmö,Sweden,21875,Creative,Max,https://guide.michelin.com/se/en/skane/malmo/restaurant/sav,one
Golden Formosa,2019,25.118216,121.53623,Taipei,Taipei,110,Taiwanese,Min,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/golden-formosa,one
Danny's Steakhouse,2019,25.082657,121.552765,Taipei,Taipei,110,Steakhouse,Min,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/danny-s-steakhouse,one
L'Atelier de Joël Robuchon,2019,25.039188,121.56771,Taipei,Taipei,110,French contemporary,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/l-atelier-de-joel-robuchon550759,one
Kitcho,2019,25.04429,121.55076,Taipei,Taipei,110,Sushi,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,one
Tien Hsiang Lo,2019,25.062696,121.529976,Taipei,Taipei,110,Hang Zhou,Min,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,one
Ya Ge,2019,25.06625,121.52533,Taipei,Taipei,110,Cantonese,Min,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,one
Da-Wan,2019,25.043018,121.55019,Taipei,Taipei,110,Barbecue,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,one
Sushi Nomura,2019,25.03618,121.55465,Taipei,Taipei,110,Sushi,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,one
logy,2019,25.03561,121.55323,Taipei,Taipei,110,Asian contemporary,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,one
Ming Fu,2019,25.06171,121.52399,Taipei,Taipei,110,Taiwanese,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,one
Ken An Ho,2019,25.034622,121.55281,Taipei,Taipei,110,Japanese,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,one
Sushi Ryu,2019,25.055832,121.52724,Taipei,Taipei,110,Sushi,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,one
MUME,2019,25.036266,121.54809,Taipei,Taipei,110,European contemporary,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,one
Impromptu by Paul Lee,2019,25.05429,121.524254,Taipei,Taipei,110,Innovative,Max,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,one
Longtail,2019,25.023922,121.54841,Taipei,Taipei,110,Innovative,Min,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,one
Mountain and Sea House,2019,25.038046,121.531395,Taipei,Taipei,110,Taiwanese,Min,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,one
Da San Yuan,2019,25.042248,121.512215,Taipei,Taipei,110,Cantonese,Min,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,one
Tainan Tan Tsu Mien Seafood,2019,25.03799,121.4984,Taipei,Taipei,110,Seafood,Min,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,one
Suan Thip,2019,13.926962,100.502144,Bangkok,Thailand,N/A,Thai,Min,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/suan-thip,one
Upstairs at Mikkeller,2019,13.727946,100.58844,Bangkok,Thailand,N/A,Innovative,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/upstairs-at-mikkeller,one
Chim by Siam Wisdom,2019,13.740706,100.56789,Bangkok,Thailand,N/A,Thai,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/chim-by-siam-wisdom,one
R-Haan,2019,13.731805,100.57972,Bangkok,Thailand,N/A,Thai,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/r-haan,one
Canvas,2019,13.728886,100.580826,Bangkok,Thailand,N/A,Innovative,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/canvas566292,one
Bo.lan,2019,13.726389,100.57799,Bangkok,Thailand,N/A,Thai,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/bo-lan,one
Sra Bua by Kiin Kiin,2019,13.754137,100.53451,Bangkok,Thailand,N/A,Thai Contemporary,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sra-bua-by-kiin-kiin,one
Elements,2019,13.742978,100.54798,Bangkok,Thailand,N/A,French contemporary,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/elements,one
Paste,2019,13.744594,100.540565,Bangkok,Thailand,N/A,Thai,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/paste,one
Ginza Sushi ichi,2019,13.744069,100.54092,Bangkok,Thailand,N/A,Sushi,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ginza-sushi-ichi,one
Sorn,2019,13.723242,100.56848,Bangkok,Thailand,N/A,Southern Thai,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/sorn,one
Savelberg,2019,13.738216,100.54642,Bangkok,Thailand,N/A,French contemporary,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/savelberg,one
Saneh Jaan,2019,13.735739,100.54605,Bangkok,Thailand,N/A,Thai,Min,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saneh-jaan,one
Gaa,2019,13.737806,100.54275,Bangkok,Thailand,N/A,Innovative,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/gaa,one
Methavalai Sorndaeng,2019,13.756321,100.502045,Bangkok,Thailand,N/A,Thai,Min,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/methavalai-sorndaeng,one
Jay Fai,2019,13.752614,100.50466,Bangkok,Thailand,N/A,Street Food,Min,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/jay-fai,one
Nahm,2019,13.724357,100.53926,Bangkok,Thailand,N/A,Thai,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/nahm,one
J'AIME by Jean-Michel Lorain,2019,13.718885,100.546326,Bangkok,Thailand,N/A,French contemporary,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/j-aime-by-jean-michel-lorain,one
Saawaan,2019,13.721809,100.53741,Bangkok,Thailand,N/A,Thai Contemporary,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/saawaan,one
Le Du,2019,13.725005,100.52939,Bangkok,Thailand,N/A,Thai,Max,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/le-du,one
Ruean Panya,2019,13.558403,100.28264,Bangkok,Thailand,N/A,Thai,Min,https://guide.michelin.com/th/en/bangkok-region/bangkok/restaurant/ruean-panya,one
PRU,2019,8.034298,98.2764,Phuket,Thailand,N/A,Innovative,Max,https://guide.michelin.com/th/en/phuket-region/phuket/restaurant/pru,one
Blue Duck Tavern,2019,38.905373,-77.05128,"Washington, D.C.",Washington DC,20037,American,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,one
Tail Up Goat,2019,38.9235,-77.043274,"Washington, D.C.",Washington DC,20009,Contemporary,Min,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,one
Komi,2019,38.910107,-77.03836,"Washington, D.C.",Washington DC,20036,Mediterranean,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,one
Sushi Taro,2019,38.909992,-77.03834,"Washington, D.C.",Washington DC,20036,Japanese,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,one
Plume,2019,38.906,-77.03671,"Washington, D.C.",Washington DC,20036,European,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,one
Siren by RW,2019,38.907776,-77.035446,"Washington, D.C.",Washington DC,20005,Seafood,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,one
Bresca,2019,38.91584,-77.0321,"Washington, D.C.",Washington DC,20000,Contemporary,Min,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,one
The Dabney,2019,38.906292,-77.024666,"Washington, D.C.",Washington DC,20001,American,Min,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,one
Métier,2019,38.903503,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,one
Kinship,2019,38.903282,-77.0218,"Washington, D.C.",Washington DC,20001,Contemporary,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,one
Fiola,2019,38.89416,-77.02032,"Washington, D.C.",Washington DC,20004,Italian,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,one
Masseria,2019,38.909504,-76.99908,"Washington, D.C.",Washington DC,20002,Italian,Max,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,one
Rose's Luxury,2019,38.88064,-76.99515,"Washington, D.C.",Washington DC,20003,Contemporary,Min,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,one
Loch Bay,2019,57.51487,-6.57114,Waternish,United Kingdom,IV55 8GA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/highland/waternish/restaurant/loch-bay,one
Braidwoods,2019,55.69474,-4.7425,Dalry,United Kingdom,KA24 4LN,Classic cuisine,N/A,https://guide.michelin.com/gb/en/north-ayrshire/dalry/restaurant/braidwoods,one
Eipic,2019,54.595898,-5.9322424,Belfast,United Kingdom,BT1 6PF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/eipic,one
OX,2019,54.59891,-5.92198,Belfast,United Kingdom,BT1 3LA,Modern British,N/A,https://guide.michelin.com/gb/en/belfast/belfast/restaurant/ox399109,one
The Peat Inn,2019,56.27861,-2.8845797,Peat Inn,United Kingdom,KY15 5LH,Classic cuisine,N/A,https://guide.michelin.com/gb/en/fife/peat-inn/restaurant/the-peat-inn,one
Kitchin,2019,55.976967,-3.172842,Leith,United Kingdom,EH6 6LX,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/kitchin,one
Martin Wishart,2019,55.97552,-3.17019,Leith,United Kingdom,EH6 6RA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/leith/restaurant/martin-wishart,one
Number One,2019,55.95298,-3.18966,Edinburgh,United Kingdom,EH2 2EQ,Modern cuisine,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/number-one,one
21212,2019,55.95674,-3.18018,Edinburgh,United Kingdom,EH7 5AB,Creative,N/A,https://guide.michelin.com/gb/en/city-of-edinburgh/edinburgh/restaurant/21212,one
The Cellar,2019,56.222126,-2.696321,Anstruther,United Kingdom,KY10 3AA,Modern cuisine,N/A,https://guide.michelin.com/gb/en/fife/anstruther/restaurant/the-cellar,one
Forest Side,2019,54.46396,-3.0157998,Grasmere,United Kingdom,LA22 9RN,Modern British,N/A,https://guide.michelin.com/gb/en/cumbria/grasmere/restaurant/forest-side,one
HRiSHi,2019,54.35013,-2.91172,Bowness-on-Windermere,United Kingdom,LA23 3NE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cumbria/bowness-on-windermere/restaurant/hrishi,one
Rogan & Co,2019,54.20074,-2.95464,Cartmel,United Kingdom,LA11 6QD,Creative British,N/A,https://guide.michelin.com/gb/en/cumbria/cartmel/restaurant/rogan-co,one
House of Tides,2019,54.96758,-1.61127,Newcastle upon Tyne,United Kingdom,NE1 3RF,Modern cuisine,N/A,https://guide.michelin.com/gb/en/tyne-and-wear/newcastle-upon-tyne/restaurant/house-of-tides,one
Sosban & The Old Butchers,2019,53.225925,-4.163006,Menai Bridge/Porthaethwy,United Kingdom,LL59 5EE,Modern cuisine,N/A,https://guide.michelin.com/gb/en/isle-of-anglesey/menai-bridge-porthaethwy/restaurant/sosban-the-old-butchers,one
Northcote,2019,53.80933,-2.4476,Langho,United Kingdom,BB6 8BE,Modern British,N/A,https://guide.michelin.com/gb/en/lancashire/langho/restaurant/northcote,one
Yorke Arms,2019,54.13435,-1.8183095,Pateley Bridge,United Kingdom,HG3 5RL,Modern cuisine,N/A,https://guide.michelin.com/gb/en/north-yorkshire/pateley-bridge/restaurant/yorke-arms,one
Fraiche,2019,53.38183,-3.04307,Birkenhead,United Kingdom,CH43 5SG,Creative,N/A,https://guide.michelin.com/gb/en/merseyside/birkenhead/restaurant/fraiche,one
White Swan,2019,53.83916,-2.25097,Fence,United Kingdom,BB12 9QA,Modern British,N/A,https://guide.michelin.com/gb/en/lancashire/fence/restaurant/white-swan,one
Tyddyn Llan,2019,52.92405,-3.44329,Llandrillo,United Kingdom,LL21 OST,Classic cuisine,N/A,https://guide.michelin.com/gb/en/denbighshire/llandrillo/restaurant/tyddyn-llan,one
Ynyshir,2019,52.54476,-3.94491,Machynlleth,United Kingdom,SY20 8TA,Creative,N/A,https://guide.michelin.com/gb/en/ceredigion/machynlleth/restaurant/ynyshir,one
Black Swan,2019,54.21205,-1.1879199,Oldstead,United Kingdom,YO61 4BL,Modern British,N/A,https://guide.michelin.com/gb/en/north-yorkshire/oldstead/restaurant/black-swan,one
Simon Radley at Chester Grosvenor,2019,53.19064,-2.88913,Chester,United Kingdom,CH1 1LT,Modern cuisine,N/A,https://guide.michelin.com/gb/en/cheshire-west-and-chester/chester/restaurant/simon-radley-at-chester-grosvenor,one
