name,year,latitude,longitude,city,region,zipCode,cuisine,price,url,stars
Ti Trin Ned,2019,55.56659,9.752689,Fredericia,Denmark,7000,Modern cuisine,Max,https://guide.michelin.com/dk/en/southern-denmark/fredericia/restaurant/ti-trin-ned,one
Slotskøkkenet,2019,55.771236,11.390805,Hørve,Denmark,4534,Creative,Max,https://guide.michelin.com/dk/en/zealand/horve/restaurant/slotskokkenet,one
Søllerød Kro,2019,55.81325,12.49548,København,Denmark,2840,Modern cuisine,Min,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/sollerod-kro,one
Jordnær,2019,55.748226,12.541014,København,Denmark,2820,Danish,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/jordnaer,one
Relæ,2019,55.693233,12.543222,København,Denmark,2200 N,Modern cuisine,Min,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/relae,one
Kiin Kiin,2019,55.69188,12.55754,København,Denmark,2200 N,Thai,Min,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kiin-kiin,one
formel B,2019,55.67031,12.53798,København,Denmark,1800 C,Modern cuisine,Min,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/formel-b,one
Kokkeriet,2019,55.68768,12.58492,København,Denmark,1306 K,Modern cuisine,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kokkeriet,one
Clou,2019,55.68342,12.58497,København,Denmark,2100 K,Modern cuisine,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/clou,one
Marchal,2019,55.68034,12.58508,København,Denmark,1050 K,Modern cuisine,Min,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/marchal,one
Kong Hans Kælder,2019,55.6787,12.584003,København,Denmark,1070 K,Classic French,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/kong-hans-kaelder,one
Stud!o at The Standard,2019,55.67799,12.59191,København,Denmark,1058 K,Creative,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/stud-o-at-the-standard,one
108,2019,55.67785,12.5980835,København,Denmark,1401 K,Modern cuisine,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/108,one
Era Ora,2019,55.673004,12.591292,København,Denmark,1414 K,Italian,Min,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/era-ora,one
Alouette,2019,55.66265,12.57634,København,Denmark,2300 S,Modern cuisine,Max,https://guide.michelin.com/dk/en/capital-region/kobenhavn/restaurant/alouette,one
Frederiksminde,2019,55.12417,12.04623,Præstø,Denmark,4720,Creative,Max,https://guide.michelin.com/dk/en/zealand/praesto/restaurant/frederiksminde,one
Kadeau Bornholm,2019,55.00457,14.969216,Pedersker,Denmark,3720,Creative,Max,https://guide.michelin.com/dk/en/capital-region/pedersker/restaurant/kadeau-bornholm,one
Ask,2019,60.17236,24.95648,Helsingfors / Helsinki,Finland,170,Modern cuisine,Max,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ask,one
Grön,2019,60.16446,24.93308,Helsingfors / Helsinki,Finland,180,Finnish,Max,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/gron,one
Demo,2019,60.164806,24.941635,Helsingfors / Helsinki,Finland,120,Modern cuisine,Max,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/demo,one
Olo,2019,60.16616,24.947704,Helsingfors / Helsinki,Finland,170,Modern cuisine,Max,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/olo,one
Palace,2019,60.16556,24.95256,Helsingfors / Helsinki,Finland,130,Modern cuisine,Max,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/palace,one
Ora,2019,60.157578,24.942947,Helsingfors / Helsinki,Finland,150,Modern cuisine,Max,https://guide.michelin.com/fi/en/uusimaa/helsingfors-helsinki/restaurant/ora,one
Botrini's,2019,38.02318,23.79377,Athína,Greece,152 33,Mediterranean,Max,https://guide.michelin.com/gr/en/attica/athina/restaurant/botrini-s,one
Varoulko Seaside,2019,37.937378,23.658577,Athína,Greece,185 33,Seafood,Max,https://guide.michelin.com/gr/en/attica/athina/restaurant/varoulko-seaside,one
Hytra,2019,37.95818,23.71895,Athína,Greece,11745,Modern cuisine,Max,https://guide.michelin.com/gr/en/attica/athina/restaurant/hytra,one
Loaf On,2019,22.379858,114.27188,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/loaf-on,one
Lei Garden (Kwun Tong),2019,22.312672,114.22482,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-kwun-tong,one
Tim Ho Wan (Sham Shui Po),2019,22.32805,114.16665,Hong Kong,Hong Kong,N/A,Dim Sum,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tim-ho-wan-sham-shui-po,one
Lei Garden (Mong Kok),2019,22.320219,114.17133,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/lei-garden-mong-kok,one
Ming Court,2019,22.318314,114.16933,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ming-court,one
Yat Tung Heen (Jordan),2019,22.308014,114.17147,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-tung-heen-jordan,one
Fu Ho (Tsim Sha Tsui),2019,22.3022,114.17194,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/fu-ho-tsim-sha-tsui,one
Shang Palace,2019,22.297325,114.177155,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/shang-palace,one
IM Teppanyaki & Wine,2019,22.280807,114.19211,Hong Kong,Hong Kong,N/A,Teppanyaki,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/im-teppanyaki-wine,one
Ah Yat Harbour View (Tsim Sha Tsui),2019,22.296984,114.17197,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ah-yat-harbour-view-tsim-sha-tsui,one
Rech,2019,22.293434,114.174034,Hong Kong,Hong Kong,N/A,Seafood,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/rech,one
Spring Moon,2019,22.294943,114.17182,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/spring-moon,one
Imperial Treasure Fine Chinese Cuisine,2019,22.296177,114.170006,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/imperial-treasure-fine-chinese-cuisine,one
Sushi Tokami,2019,22.296112,114.16916,Hong Kong,Hong Kong,N/A,Sushi,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-tokami,one
Tosca,2019,22.30357,114.16007,Hong Kong,Hong Kong,N/A,Italian,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tosca352519,one
Épure,2019,22.29583,114.169304,,Hong Kong,N/A,French,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/epure,one
Yee Tung Heen,2019,22.282295,114.184135,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yee-tung-heen,one
Yè Shanghai (Tsim Sha Tsui),2019,22.295143,114.168236,Hong Kong,Hong Kong,N/A,Shanghainese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ye-shanghai-tsim-sha-tsui,one
Ho Hung Kee,2019,22.280058,114.18364,Hong Kong,Hong Kong,N/A,Noodles and congee,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/ho-hung-kee,one
Jardin de Jade (Wan Chai),2019,22.28025,114.17716,Hong Kong,Hong Kong,N/A,Shanghainese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/jardin-de-jade-wan-chai,one
Zhejiang Heen,2019,22.2787,114.17763,Hong Kong,Hong Kong,N/A,Shanghainese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/zhejiang-heen,one
Takumi by Daisuke Mori,2019,22.276512,114.17718,Hong Kong,Hong Kong,N/A,Innovative,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/takumi-by-daisuke-mori,one
Kam's Roast Goose,2019,22.277693,114.175385,Hong Kong,Hong Kong,N/A,Cantonese Roast Meats,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kam-s-roast-goose,one
Pang's Kitchen,2019,22.26921,114.18452,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/pang-s-kitchen,one
Xin Rong Ji,2019,22.278013,114.17273,Hong Kong,Hong Kong,N/A,Taizhou,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/xin-rong-ji,one
Qi (Wan Chai),2019,22.276443,114.17126,Hong Kong,Hong Kong,N/A,Sichuan,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/qi-wan-chai,one
Man Wah,2019,22.282213,114.15951,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/man-wah,one
Summer Palace,2019,22.277136,114.1643,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/summer-palace,one
Octavium,2019,22.282587,114.1572,Hong Kong,Hong Kong,N/A,Italian,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/octavium,one
Arbor,2019,22.283146,114.15542,,Hong Kong,N/A,Innovative,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arbor,one
VEA,2019,22.284931,114.15313,Hong Kong,Hong Kong,N/A,Innovative,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/vea,one
Mandarin Grill + Bar,2019,22.281048,114.1574,Hong Kong,Hong Kong,N/A,European contemporary,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/mandarin-grill-bar,one
Yat Lok,2019,22.28226,114.155655,Hong Kong,Hong Kong,N/A,Cantonese Roast Meats,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/yat-lok,one
Guo Fu Lou,2019,22.278313,114.16034,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/guo-fu-lou567828,one
Celebrity Cuisine,2019,22.284334,114.15312,Hong Kong,Hong Kong,N/A,Cantonese,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/celebrity-cuisine,one
Sushi Wadatsumi,2019,22.281038,114.15646,Hong Kong,Hong Kong,N/A,Sushi,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/sushi-wadatsumi,one
Arcane,2019,22.280624,114.15682,Hong Kong,Hong Kong,N/A,European contemporary,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/arcane,one
Duddell's,2019,22.28008,114.157364,Hong Kong,Hong Kong,N/A,Cantonese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/duddell-s,one
Beefbar,2019,22.27982,114.15752,Hong Kong,Hong Kong,N/A,Steakhouse,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/beefbar,one
New Punjab Club,2019,22.28005,114.15525,Hong Kong,Hong Kong,N/A,Indian,Min,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/new-punjab-club,one
Kaiseki Den by Saotome,2019,22.285713,114.147865,Hong Kong,Hong Kong,N/A,Japanese,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/kaiseki-den-by-saotome,one
Belon,2019,22.281662,114.152405,Hong Kong,Hong Kong,N/A,French,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/belon,one
Tate,2019,22.280996,114.15276,Hong Kong,Hong Kong,N/A,Innovative,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/tate,one
The Ocean,2019,22.235146,114.198524,Hong Kong,Hong Kong,N/A,French,Max,https://guide.michelin.com/hk/en/hong-kong-region/hong-kong/restaurant/the-ocean,one
Costes Downtown,2019,47.50113,19.048595,Budapest,Hungary,1051,Modern cuisine,Max,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes-downtown,one
Borkonyha Winekitchen,2019,47.49953,19.052391,Budapest,Hungary,1051,Modern cuisine,Max,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/borkonyha-winekitchen,one
Stand,2019,47.500244,19.059624,Budapest,Hungary,1061,Modern cuisine,Max,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/stand,one
Babel,2019,47.492603,19.05256,Budapest,Hungary,1052,Modern cuisine,Max,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/babel,one
Costes,2019,47.48873,19.061779,Budapest,Hungary,1092,Modern cuisine,Max,https://guide.michelin.com/hu/en/central-hungary/budapest/restaurant/costes,one
The Kitchen,2019,22.191442,113.543,Macau,Macau,N/A,Steakhouse,Max,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-kitchen417810,one
Tim's Kitchen,2019,22.189898,113.5439,Macau,Macau,N/A,Cantonese,Min,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/tim-s-kitchen,one
Wing Lei,2019,22.188028,113.54578,Macau,Macau,N/A,Cantonese,Min,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/wing-lei,one
King,2019,22.190178,113.54028,Macau,Macau,N/A,Cantonese,Min,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/king380226,one
Ying,2019,22.161234,113.555405,Macau,Macau,N/A,Cantonese,Min,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/ying,one
Shinji by Kanesaka,2019,22.149635,113.56397,Macau,Macau,N/A,Sushi,Max,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/shinji-by-kanesaka,one
The Golden Peacock,2019,22.148178,113.56335,Macau,Macau,N/A,Indian,Min,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/the-golden-peacock,one
Zi Yat Heen,2019,22.145418,113.56152,Macau,Macau,N/A,Cantonese,Min,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/zi-yat-heen,one
8 1/2 Otto e Mezzo - Bombana,2019,22.14918,113.55393,Macau,Macau,N/A,Italian,Max,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/8-1-2-otto-e-mezzo-bombana,one
Pearl Dragon,2019,22.140524,113.56256,Macau,Macau,N/A,Cantonese,Max,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/pearl-dragon,one
Lai Heen,2019,22.148754,113.551926,Macau,Macau,N/A,Cantonese,Min,https://guide.michelin.com/mo/en/macau-region/macau/restaurant/lai-heen,one
FAGN,2019,63.43392,10.39628,Trondheim,Norway,7010,Modern cuisine,Max,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/fagn,one
Credo,2019,63.43391,10.39631,Trondheim,Norway,7066,Creative,Max,https://guide.michelin.com/no/en/trondelag/trondheim/restaurant/credo,one
RE-NAA,2019,58.972088,5.732877,Stavanger,Norway,4006,Creative,Max,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/re-naa,one
Sabi Omakase,2019,58.969936,5.7433133,Stavanger,Norway,4013,Sushi,Max,https://guide.michelin.com/no/en/rogaland/stavanger/restaurant/sabi-omakase,one
Galt,2019,59.91661,10.71369,Oslo,Norway,263,Modern cuisine,Max,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/galt,one
Kontrast,2019,59.92355,10.75106,Oslo,Norway,178,Scandinavian,Max,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/kontrast,one
Statholdergaarden,2019,59.90937,10.74305,Oslo,Norway,151,Classic cuisine,Max,https://guide.michelin.com/no/en/oslo-region/oslo/restaurant/statholdergaarden,one
Del Posto,2019,40.74327,-74.0077,New York,New York City,10011,Italian,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/del-posto,one
Le Grill de Joël Robuchon,2019,40.742897,-74.0077,New York,New York City,N/A,French,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-grill-de-joel-robuchon,one
L'Appart,2019,40.711903,-74.01544,New York,New York City,10281,French,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-appart,one
Okuda,2019,40.743793,-74.00633,New York,New York City,N/A,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/okuda,one
Wallsé,2019,40.73538,-74.00814,New York,New York City,10014,Austrian,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/wallse,one
Jeju Noodle Bar,2019,40.732952,-74.00744,New York,New York City,10014,Korean,Min,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jeju-noodle-bar,one
Sushi Nakazawa,2019,40.731716,-74.00451,New York,New York City,10014,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-nakazawa,one
Kosaka,2019,40.738316,-74.00137,New York,New York City,10011,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kosaka,one
Bâtard,2019,40.719616,-74.00589,New York,New York City,10013,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/batard,one
Hirohisa,2019,40.72452,-74.003006,New York,New York City,10012,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/hirohisa,one
Blue Hill,2019,40.7321,-73.9996,New York,New York City,10011,American,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blue-hill,one
ZZ's Clam Bar,2019,40.727646,-74.00046,New York,New York City,10012,Seafood,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/zz-s-clam-bar,one
Babbo,2019,40.73233,-73.99916,New York,New York City,10011,Italian,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/babbo,one
Carbone,2019,40.727966,-74.00017,New York,New York City,10003,Italian,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/carbone,one
Le Coucou,2019,40.719162,-74.00001,New York,New York City,10013,French,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-coucou,one
Aldea,2019,40.73885,-73.99366,New York,New York City,10011,Mediterranean,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aldea,one
Cote,2019,40.73778,-73.99375,New York,New York City,10010,Korean,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cote,one
Bouley at Home,2019,40.74114,-73.99242,New York,New York City,N/A,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bouley-at-home,one
Gotham Bar and Grill,2019,40.73417,-73.99379,New York,New York City,10003,American,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gotham-bar-and-grill,one
Nix,2019,40.733166,-73.993515,New York,New York City,10003,Vegetarian,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nix,one
Junoon,2019,40.74325,-73.99077,New York,New York City,10010,Indian,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/junoon,one
NoMad,2019,40.74497,-73.98883,New York,New York City,10001,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/nomad,one
The Musket Room,2019,40.723915,-73.99375,New York,New York City,10012,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-musket-room,one
Uncle Boons,2019,40.721203,-73.99441,New York,New York City,10012,Thai,Min,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/uncle-boons,one
Noda,2019,40.74497,-73.988075,New York,New York City,N/A,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/noda,one
Gramercy Tavern,2019,40.73849,-73.98868,New York,New York City,10003,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gramercy-tavern,one
The Clocktower,2019,40.7414,-73.987595,New York,New York City,10010,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-clocktower,one
Ai Fiori,2019,40.75013,-73.98357,New York,New York City,10018,Italian,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ai-fiori,one
Casa Mono,2019,40.73595,-73.98706,New York,New York City,10003,Spanish,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-mono,one
Jewel Bako,2019,40.72713,-73.98928,New York,New York City,10003,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jewel-bako,one
The River Café,2019,40.703613,-73.994774,New York,New York City,11201,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-river-cafe,one
Bar Uchū,2019,40.72191,-73.99003,New York,New York City,10002,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/bar-uchu,one
Café China,2019,40.749973,-73.98228,New York,New York City,10016,Chinese,Min,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-china,one
Kanoyama,2019,40.73071,-73.98655,New York,New York City,10003,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kanoyama,one
Contra,2019,40.719917,-73.98922,New York,New York City,10002,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/contra,one
Atomix,2019,40.744408,-73.98292,New York,New York City,N/A,Korean,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atomix,one
Kyo Ya,2019,40.7266,-73.98526,New York,New York City,10009,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kyo-ya,one
Kajitsu,2019,40.72776,-73.98428,New York,New York City,10016,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/kajitsu,one
Agern,2019,40.75234,-73.9775,New York,New York City,10017,Scandinavian,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/agern,one
Caviar Russe,2019,40.760685,-73.97355,New York,New York City,10022,Contemporary,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/caviar-russe,one
Tuome,2019,40.724194,-73.9828,New York,New York City,10009,Fusion,Min,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tuome,one
Tempura Matsui,2019,40.74839,-73.97474,New York,New York City,10158,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/tempura-matsui,one
Sushi Yasuda,2019,40.75108,-73.97364,New York,New York City,10017,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,one
Sushi Amane,2019,40.75133,-73.971725,New York,New York City,10017,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,one
Café Boulud,2019,40.77439,-73.96414,New York,New York City,10021,French,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,one
Claro,2019,40.677395,-73.98615,New York,New York City,N/A,Mexican,Min,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,one
Satsuki,2019,40.801243,-73.95187,New York,New York City,10036,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,one
Sushi Noz,2019,40.77384,-73.958275,New York,New York City,N/A,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,one
Sushi Inoue,2019,40.810448,-73.943726,New York,New York City,10027,Japanese,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,one
Meadowsweet,2019,40.710354,-73.96317,New York,New York City,11212,Mediterranean,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,one
Casa Enríque,2019,40.743492,-73.95425,New York,New York City,11101,Mexican,Min,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,one
Peter Luger,2019,40.70986,-73.96263,New York,New York City,11211,Steakhouse,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,one
Oxomoco,2019,40.730057,-73.95538,New York,New York City,11222,Mexican,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,one
The Finch,2019,40.68704,-73.96297,New York,New York City,11238,American,Max,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,one
Faro,2019,40.707584,-73.923035,New York,New York City,11237,American,Min,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,one
Senses,2019,52.244583,21.005886,Warszawa,Poland,00 085,Modern cuisine,Max,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/senses,one
atelier Amaro,2019,52.21708,21.03768,Warszawa,Poland,00 507,Modern cuisine,Max,https://guide.michelin.com/pl/en/masovia/warszawa/restaurant/atelier-amaro,one
Aniar,2019,53.27112,-9.057078,Gaillimh/Galway,Ireland,N/A,Creative,N/A,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/aniar,one
Loam,2019,53.27384,-9.044447,Gaillimh/Galway,Ireland,N/A,Creative,N/A,https://guide.michelin.com/ie/en/galway/gaillimh-galway/restaurant/loam,one
Wild Honey Inn,2019,53.03151,-9.2911,Lios Dúin Bhearna/Lisdoonvarna,Ireland,N/A,Classic cuisine,N/A,https://guide.michelin.com/ie/en/clare/lios-duin-bhearna-lisdoonvarna/restaurant/wild-honey-inn,one
Chestnut,2019,51.562588,-9.460854,Ballydehob,Ireland,N/A,Modern cuisine,N/A,https://guide.michelin.com/ie/en/cork/ballydehob/restaurant/chestnut,one
Mews,2019,51.48285,-9.37234,Baltimore,Ireland,N/A,Modern cuisine,N/A,https://guide.michelin.com/ie/en/cork/ie-baltimore/restaurant/mews,one
Ichigo Ichie,2019,51.898167,-8.479933,Corcaigh/Cork,Ireland,N/A,Japanese,N/A,https://guide.michelin.com/ie/en/cork/corcaigh-cork/restaurant/ichigo-ichie,one
Chapter One,2019,53.354374,-6.263786,City Centre,Ireland,D1,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/chapter-one,one
Greenhouse,2019,53.340042,-6.258506,City Centre,Ireland,D2,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/greenhouse,one
L'Ecrivain,2019,53.33627,-6.24834,City Centre,Ireland,D2,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dublin/city-centre/restaurant/l-ecrivain,one
Campagne,2019,52.6559,-7.2464285,Cill Chainnigh/Kilkenny,Ireland,N/A,Modern British,N/A,https://guide.michelin.com/ie/en/kilkenny/cill-chainnigh-kilkenny/restaurant/campagne,one
Heron & Grey,2019,53.30143,-6.177574,Blackrock,Ireland,N/A,Modern cuisine,N/A,https://guide.michelin.com/ie/en/dun-laoghaire-rathdown/blackrock/restaurant/heron-grey,one
Lady Helen,2019,52.526096,-7.188277,Baile Mhic Andáin/Thomastown,Ireland,N/A,Modern cuisine,N/A,https://guide.michelin.com/ie/en/kilkenny/baile-mhic-andain-thomastown/restaurant/lady-helen,one
House,2019,51.94777,-7.7135396,Aird Mhór/Ardmore,Ireland,N/A,Modern cuisine,N/A,https://guide.michelin.com/ie/en/waterford/aird-mhor-ardmore/restaurant/house,one
Olympe,2019,-22.96109,-43.20658,Rio de Janeiro - 22470,Rio de Janeiro,230,French,Max,https://guide.michelin.com/br/en/rio-de-janeiro-region/rio-de-janeiro/restaurant/olympe,one
